Haxby, James V. 
Hefti, Franz F. 
Heinemann, Stephen
Helzer, John Earl
Heninger, George R. 
Herkenham, Miles
Huganir, Richard L. 
Hyman, Bradley T. 
Insel, Thomas R. 
Jacobowitz, David M. 
Jan, Lily Y. 
Jan, Yuh Nung
Jankovic, Joseph
Joh, Tong H. 
Johnson, Eugene M. 
Jones, Edward G. 
Kaas, Jon H. 
Kalivas, Peter W. 
Kandel, Eric R. 
Kater, Stanley Ben
Katzman, Robert
Keller, Martin B. 
Kendler, Kenneth S. 
Kessler, Ronald C. 
Klein, Donald Franklin
Koob, George F. 
Kopin, Irwin J. 
Kowall, Neil W. 
Kuhar, Michael J. 
Kupfer, David J. 
Langston, J. William
Le Doux, Joseph E. 
Lee, Virginia Man-Yee
Levey, Allan I. 
Levine, Jon David
Lieberburg, Ivan
Lieberman, Jeffrey Alan
Liebowitz, Michael R. 
Lindsay, Ronald M. 
Lipton, Stuart A. 
Llinas, Rodolfo R. 
Lynch, Gary
Madison, Daniel V. 
Malenka, Robert Charles
Mann, J. John
Martin, Joseph Boyd
Masliah, Eliezer
Mattson, Mark P. 
Mayer, Mark Lee
Mayeux, Richard
Mazziotta, John C. 
McArthur, Justin C. 
McCarthy, Gregory
McCormick, David A. 
McEwen, Bruce S. 
McGaugh, James L. 
McKhann, Guy
Meltzer, Herbert Y. 
Merzenich, Michael M. 
Mesulam, M. Marsel
Miller, Richard J. 
Mishkin, Mortimer
Mohs, Richard C. 
Monaghan, Daniel T. 
Morgan, James I. 
Morris, John C. 
Morrison, John H. 
Moskowitz, Michael Arthur
Mufson, Elliott J. 
Murphy, Dennis L. 
Nemeroff, Charles B. 
Nestler, Eric J. 
Nicoll, Roger Andrew
O'Leary, Dennis D. M. 
Olney, John William
Oppenheim, Ronald W. 
Paul, Steven M. 
Pericak-Vance, Margaret
Perry, George
Petersen, Steven E. 
Pfaff, Donald W. 
Pfefferbaum, Adolf
Phelps, Michael E. 
Pickar, David
Pickel, Virginia M. 
Pope, Harrison Graham
Post, Robert M. 
Price, Donald L. 
Price, Lawrence H. 
Prince, David A. 
Pulsinelli, William A. 
Raichle, Marcus E. 
Raine, Cedric S. 
Rakic, Pasko
Rapoport, Judith L. 
Rapoport, Stanley I. 
Regier, Darrel A. 
Reichardt, Louis F. 
Reynolds, Charles F. 
Rivier, Catherine
Rivier, Jean E. 
Robins, Lee Nelken
Robinson, Terry Earl
Rosen, Bruce R. 
Roses, Allen D. 
Rothman, Steven Mark
Saper, Clifford B. 
Sapolsky, Robert Morris
Saunders, Ann M. 
Sawchenko, Paul E. 
Scheller, Richard H. 
Sejnowski, Terrence J. 
Selkoe, Dennis J. 
Sharp, Frank R. 
Shatz, Carla J. 
Sheng, Morgan
Siesjö, Bo K. 
Snyder, Solomon H. 
Spencer, Dennis D. 
Squire, Larry R. 
Stadlan, Emanuel M. 
Stern, Yaakov
Stevens, Charles F. 
Strittmatter, Warren J. 
Südhof, Thomas C. 
Swanson, Larry W. 
Tanzi, Rudolph E. 
Terry, Robert D. 
Thal, Leon J. 
Thompson, Richard F. 
Tourtellotte, Wallace W. 
Trojanowski, John Q. 
Tsien, Richard W. 
Ungerleider, Leslie G. 
Vale, Wylie W. 
Van Hoesen, Gary W. 
Varon, Silvio S. 
Wainer, Bruce H. 
Watson, Stanley J. 
Waxman, Stephen George
Weinberger, Daniel R. 
Weissman, Myrna M. 
Wenthold, Robert James
Westbrook, Gary L. 
Whitehouse, Peter John
Willis, William Darrell
Wise, Roy A. 
Wisniewski, Henryk M. 
Woolf, Clifford J. 
Wu, Jang-Yen
Yaksh, Tony L. 
Yancopoulos, George D. 
Young, Anne Buckingham
Abernethy, Darrell R. 
Albuquerque, Edson X. 
Ames, Bruce N. 
Amidon, Gordon L. 
Anders, Marion W. 
Andersen, Melvin Ernest
Andersson, Karl-Erik
Benet, Leslie Z. 
Benfield, Paul
Benowitz, Neil L. 
Birnbaum, Linda S. 
Borchardt, Ronald T. 
Bowen, Wayne D. 
Branch, Robert A. 
Bredt, David S. 
Breese, George R. 
Broder, Samuel
Bruns, Robert F. 
Buga, Georgette M. 
Bylund, David B. 
Carini, David J. 
Caron, Marc G. 
Chang, Ray S. L. 
Chaudhuri, Gautam
Clarke, D. E. 
Cohen, Marlene L. 
Costa, Erminio
Cotman, Carl W. 
Crooke, Stanley T. 
Daly, John William
Eglen, Richard M
Evans, William E. 
Fuller, Ray W. 
Furchgott, Robert F. 
Gelboin, Harry V. 
Gold, Lois Swirsky
Goldstein, Avram
Goldstein, Joyce Allene
Gonzalez, Frank J. 
Gray, Jr. , Leon Earl
Greenblatt, David J. 
Gruetter, Carl Alfred
Guengerich, F. Peter
Hamilton, Thomas C. 
Harden, T. Kendall
Harmatz, Jerold S. 
Harris, Robert Adron
Hartig, Paul R. 
Hieble, J. Paul
Hruby, Victor J. 
Ignarro, Louis J. 
Jacobson, Kenneth Alan
Johns, David G. 
Johnson, Kenneth M. 
Jothianandan, Desingarao
Jusko, William Joseph
Kadlubar, Fred F. 
Kadowitz, Philip J. 
Klaassen, Curtis Dean
Koob, George F. 
Langer, Robert S. 
Lefkowitz, Robert J. 
Liu, Jie
Lotti, Victor J. 
Martin, Billy R. 
Meltzer, Herbert Y. 
Miller, Richard J. 
Molinoff, Perry B. 
Monaghan, Daniel T. 
Mosberg, Henry I. 
Murad, Ferid
Nebert, Daniel W. 
Nelson, Sidney D. 
Pasternak, Gavril W. 
Paul, Steven M. 
Peppas, Nicholas A. 
Peroutka, Stephen J. 
Peterson, Richard E. 
Pezzuto, John M. 
Poland, Alan
Porreca, Frank
Portoghese, Philip S. 
Rice, Kenner C. 
Richelson, Elliott
Ruffolo, Robert R. 
Safe, Stephen H. 
Schuetz, Erin G. 
Schwartz, Joel David
Seibert, Karen
Shader, Richard Irwin
Shah, Vinod P. 
Sheiner, Lewis B. 
Skolnick, Phil
Snyder, Solomon H. 
Soto, Ana M. 
Stegeman, John J. 
Stiles, Gary Lester
Szabó, Csaba
Thummel, Kenneth E. 
Timmermans, Pieter B. M. W. M. 
Triggle, David J. 
Tsien, Richard W. 
Watkins, Paul B. 
Waxman, David J. 
Wexler, Ruth R. 
Wilkinson, Grant R. 
Williams, Michael
Wolfe, Barry B. 
Wong, Erik H. F. 
Wong, Pancras C. 
Woods, James H. 
Wrighton, Steven A. 
Yaksh, Tony L. 
Yamamura, Henry I. 
Yanagisawa, Masashi
Yang, Chung S
Abramson, Lyn Yvonne
Achenbach, Thomas M. 
Agras, William Stewart
Akiskal, Hagop S. 
Anderson, John R. 
Andreasen, Nancy Coover
Anthony, James C. 
Appelbaum, Paul S. 
Baer, Lee
Baldessarini, Ross J. 
Ballenger, James C. 
Bandura, Albert
Bargh, John Andrew
Barkley, Russell A. 
Barlow, David H. 
Baron, Reuben M. 
Bates, John E. 
Baumeister, Roy F. 
Baxter, Lewis R. 
Beck, Aaron T. 
Bentler, Peter M. 
Berman, Karen Faith
Biederman, Joseph
Blanchard, Edward B. 
Blazer, Dan German
Bower, Gordon H. 
Braff, David L. 
Breier, Alan
Brent, David A. 
Breslau, Naomi
Brooks-Gunn, Jeanne
Buchanan, Robert W. 
Buchsbaum, Monte S. 
Bunney, William E. 
Burke, Jr. , Jack Denning
Burke, Jeffrey D. 
Burnam, M. Audrey
Buss, David M. 
Butters, Nelson
Cacioppo, John T. 
Caramazza, Alfonso
Carpenter, William T. 
Carroll, Bernard J. 
Carver, Charles S. 
Charney, Dennis Stuart
Cicchetti, Dante
Clark, Lee Anna
Cloninger, C. Robert
Cohen, Donald J. 
Cohen, Jacob
Cohen, Patricia
Cohen, Robert M. 
Cohen, Sheldon
Coie, John D. 
Cole, Jonathan Otis
Coryell, William
Costa, Paul T. 
Coyne, James C. 
Croughan, Jack L. 
Davidson, Robert J. 
Davies, Mark
Davis, John Marcell
Davis, Kenneth L. 
DeLisi, Lynn Eleanor
DiClemente, Carlo C. 
Diener, Edward F. 
Dodge, Kenneth A. 
Donchin, Emanuel E. 
Drake, Robert E. 
Eagly, Alice Hendrickson
Eaton, William W. 
Eaves, Lindon J. 
Eisenberg, Nancy
Ekman, Paul
Emmons, Robert A. 
Endicott, Jean
Farah, Martha J. 
Faraone, Steve V. 
Feinberg, Michael
Flaum, Michael
Foa, Edna B. 
Folkman, Susan
Frances, Allen
Frank, Ellen
Fyer, Abby Joy
Garner, David Marshall
George, Linda K. 
Gershon, Elliot S. 
Giedd, Jay N. 
Gillin, J. Christian
Glaser, Ronald
Goldberg, Terry E. 
Goodman, Wayne Kim
Goodwin, Frederick K. 
Gorman, Jack M. 
Gotlib, Ian H. 
Greden, John F. 
Grove, William M. 
Gunderson, John G. 
Gur, Raquel E. 
Gur, Ruben C. 
Haskett, Roger F. 
Heath, Andrew Charles
Helzer, John Earl
Heninger, George R. 
Higgins, Edward Tory
Hillyard, Steven A. 
Hirschfeld, Robert M. A. 
Hollander, Eric
Hollon, Steven Dennis
Hudson, James I. 
Hughes, Michael
Insel, Thomas R. 
Jacobson, Neil S. 
Jacoby, Larry L. 
Jenike, Michael Andrew
Jeste, Dilip V. 
Johnson, Marcia K. 
Kagan, Jerome
Kahneman, Daniel
Kane, John M. 
Karno, Marvin
Katon, Wayne
Kazdin, Alan E. 
Keck, Paul E. 
Keller, Martin B. 
Kendall, Philip Charles
Kendler, Kenneth S. 
Kenny, David A. 
Kessler, Ronald C. 
Kidd, Kenneth K. 
Kiecolt-Glaser, Janice K. 
Kleber, Herbert D. 
Klein, Donald Franklin
Klerman, Gerald L. 
Kovacs, Maria
Kramer, Milton
Kronfol, Ziad
Krystal, John H. 
Kupfer, David J. 
Lahey, Benjamin B. 
Lang, Peter J. 
Larsen, Randy J. 
Lavori, Philip W. 
Lazarus, Richard S. 
Leaf, Philip J. 
Leckman, James F. 
Lewinsohn, Peter M. 
Lieberman, Jeffrey Alan
Liebowitz, Michael R. 
Locke, Ben Z. 
Loeber, Rolf
Logan, Gordon D. 
Luborsky, Lester
Mann, J. John
Marder, Stephen R. 
Matthews, Karen A. 
McClelland, James L. 
McCrae, Robert R. 
McElroy, Susan L. 
McGlashan, Thomas H. 
McGonagle, Katherine A. 
McGrath, Patrick J. 
McLellan, A. Thomas
McNally, Richard J. 
Mednick, Sarnoff A. 
Meltzer, Herbert Y. 
Merikangas, Kathleen R. 
Mintz, Jim
Mitchell, James E. 
Mohs, Richard C. 
Moos, Rudolf H. 
Mueser, Kim T. 
Murphy, Dennis L. 
Myers, J. K. 
Neale, Michael C. 
Nemeroff, Charles B. 
Noyes, Russell
Nuechterlein, Keith H. 
O'Brien, Charles P. 
Orvaschel, Helen
Patterson, Gerald R. 
Pauls, David L. 
Pearlson, Godfrey D. 
Pennebaker, James W. 
Pennington, Bruce Franklin
Perel, James M. 
Peterson, Christopher
Petty, Richard E. 
Pickar, David
Pope, Harrison Graham
Post, Robert M. 
Potter, William Z. 
Price, Lawrence H. 
Prochaska, James O. 
Prusoff, Brigitte Auerbach
Puig-Antich, Joaquim
Quitkin, Frederic M. 
Rae, Donald S. 
Rapoport, Judith L. 
Rasmussen, Steven A. 
Ratcliff, Roger
Rayner, Keith
Regier, Darrel A. 
Reynolds, Charles F. 
Rickels, Karl
Robins, Lee Nelken
Robinson, Robert G. 
Rodin, Judith
Roediger, Henry L. 
Rosenbaum, Jerrold F. 
Rosenthal, Norman E. 
Rosenthal, Robert
Rossi, Joseph S. 
Rounsaville, Bruce James
Roy, Alec
Rumelhart, David E. 
Rush, A. John
Ryan, Richard M. 
Sack, David A. 
Schacter, Daniel L. 
Scheier, Michael F. 
Schuckit, Marc A. 
Seeley, John R. 
Seidenberg, Mark S. 
Seligman, Martin E. P. 
Shaffer, David
Sherman, Steven J. 
Siever, Larry J. 
Smith, Timothy W. 
Southwick, Steven M. 
Spitzer, Robert L. 
Squire, Larry R. 
Steer, Robert A. 
Steinberg, Laurence
Sternberg, Robert J. 
Stewart, Jonathan W. 
Swedo, Susan E. 
Taylor, C. Barr
Taylor, Shelley E. 
Tellegen, Auke
Thase, Michael E. 
Tischler, Gary L. 
Tohen, Mauricio
Tollefson, Gary D. 
Treisman, Anne
Triandis, Harry C. 
Tsuang, Ming T. 
Tversky, Amos
Uhde, Thomas W. 
Velicer, Wayne F. 
Von Korff, Michael
Watson, David
Wehr, Thomas A. 
Weinberger, Daniel R. 
Weiner, Bernard
Weingartner, Herbert J. 
Weissman, Myrna M. 
Weisz, John R. 
Wells, Kenneth B. 
Williams, Janet B. W. 
Williams, Redford B. 
Wills, Thomas A. 
Winokur, George
Zhao, Shanyang
Zimmerman, Mark
